mean_score,median_score,std_score,var_score,min_score,max_score,valid_count,transform_inlier_ratio,has_artefact,has_non_csnp
0.0042455676,1.2829773e-08,0.040062636,0.0016050147,2.9220628999999997e-35,0.9969724,26,0.6538461538461539,False,False
0.00476896,1.7044751e-08,0.048019584,0.0023058804,3.4283000000000004e-41,0.996347,53,0.7924528301886793,False,False
0.0051984913,4.322056e-10,0.047628753,0.002268498,0.0,0.99931306,38,0.8421052631578947,False,False
0.0048512076,8.343097e-09,0.044389717,0.0019704471,2.2288179000000001e-38,0.9882031,30,0.5333333333333333,False,False
0.0046444484,7.3402378e-09,0.0426265,0.0018170185,0.0,0.99688065,29,0.7241379310344828,False,False
0.004310766,2.4086806e-09,0.047215518,0.002229305,0.0,0.9986324,65,0.6,False,False
0.004112307,1.8582053e-09,0.049154107,0.0024161262,0.0,0.99863297,91,0.5494505494505495,False,False
0.004001048,1.7874855e-09,0.041814994,0.0017484936,3.445723e-36,0.9987958,53,0.660377358490566,False,False
0.0040745307,1.3713807e-09,0.051720936,0.0026750553,0.0,0.9970556,113,0.5221238938053098,False,False
0.0032959804,1.6980198e-06,0.029635357,0.00087825436,0.0,0.989858,9,0.2222222222222222,True,False
0.004662838,2.8557352e-09,0.050985612,0.0025995327,0.0,0.9974279,68,0.3382352941176471,True,False
0.00488719,4.562974e-10,0.055794366,0.0031130111,0.0,0.99959147,79,0.6835443037974683,False,False
0.0053133694,8.145511e-09,0.0518528,0.002688713,0.0,0.99462295,48,0.7083333333333334,False,False
0.0056371335,5.6588045e-09,0.049378954,0.0024382812,7e-44,0.9976372,33,0.6060606060606061,False,False
0.00568249,4.783023e-08,0.051736124,0.0026766264,0.0,0.9988496,35,0.8,False,False
0.0058978153,2.137681e-08,0.051181145,0.0026195096,0.0,0.9968212,32,0.40625,False,False
0.0056038983,2.0254062e-08,0.047025446,0.0022113924,1.909724e-35,0.99348766,24,0.5,False,False
0.0051274435,4.0896072e-08,0.05101313,0.0026023395,3.3900000000000004e-43,0.99577796,47,0.6170212765957447,False,False
0.005437405,2.0690911e-09,0.050786704,0.0025792893,0.0,0.99944603,44,0.5227272727272727,False,False
0.0054172887,1.9508208e-09,0.05048225,0.0025484576,0.0,0.99846095,43,0.5813953488372093,False,False
0.0050425427,2.8870202e-09,0.049959917,0.0024959934,1.4478225e-36,0.9963156,54,0.5925925925925926,False,False
0.005017444,8.7975854e-10,0.053003542,0.0028093755,0.0,0.9990754,65,0.6307692307692307,False,False
0.0055028275,8.0421503e-10,0.057916384,0.0033543075,0.0,0.99913627,78,0.6538461538461539,False,False
0.005705212,5.887203e-10,0.052734155,0.0027808913,8.400000000000001e-44,0.99891573,44,0.6363636363636364,False,False
0.005842164,8.968005e-10,0.04985063,0.0024850855,7.787594e-38,0.9973356,25,0.8,False,False
0.005811798,3.6063732e-09,0.05517167,0.0030439128,1.5316692e-36,0.998253,50,0.72,False,False
0.0052854796,1.1263943e-09,0.052292027,0.0027344562,0.0,0.99772286,53,0.6792452830188679,False,False
0.0053592473,7.871953e-10,0.05148593,0.0026508009,0.0,0.9994885,39,0.6923076923076923,False,False
0.005753386,2.5360163e-09,0.047484923,0.0022548179,2.0941594e-35,0.99478644,24,0.5833333333333334,False,False
