mean_score,median_score,std_score,var_score,min_score,max_score,skew_score,kurtosis_score,mean_score_log,median_score_log,std_score_log,var_score_log,min_score_log,max_score_log,skew_score_log,kurtosis_score_log,transform_inlier_ratio,valid_count
0.005134121,2.3691054e-08,0.04659408,0.0021710084,7e-45,0.995956,14.736238990024852,251.62884503528448,-19.210222,-17.558168,10.432748,108.842224,-101.73243,-0.004052162,-1.0977662280362839,2.1291018278137726,0.6176470588235294,34
0.0046544657,3.463356e-08,0.042042673,0.0017675865,0.0,0.99626803,15.093287146341499,270.3948503304579,-20.161587,-17.178444,13.052597,170.3703,-125.947815,-0.0037388802,-1.7907623454925121,5.2729353818859135,0.20833333333333334,24
0.004613398,2.706119e-08,0.04756751,0.002262668,0.0,0.9992054,15.557056871945646,271.39653604639295,-21.490978,-17.425165,17.505756,306.4515,-218.90762,-0.00079488754,-4.2028100649603,29.55589924199942,0.19148936170212766,47
0.0054242164,6.6669257e-09,0.04851713,0.002353912,0.0,0.99424875,14.164452867766927,231.20854815837697,-20.742247,-18.826107,12.078717,145.8954,-116.83521,-0.0057678223,-1.3942703196913269,3.9310498784730195,0.6842105263157895,38
0.005497823,8.714246e-09,0.048157252,0.002319121,0.0,0.9981159,13.62090811293166,216.1753313028991,-20.346165,-18.558308,11.407167,130.12347,-104.6049,-0.001885891,-1.1189079102374515,2.3723946796336675,0.5172413793103449,29
0.0048867343,6.190911e-09,0.048899636,0.0023911742,0.0,0.9967804,15.342736743666402,263.8284245385518,-20.826403,-18.900185,11.805805,139.37704,-121.88755,-0.0032248497,-1.4678846834582322,4.66699055178659,0.6296296296296297,54
0.004763134,3.5641472e-09,0.043775626,0.0019163055,0.0,0.9984477,15.147082865182487,270.25084308774376,-21.15569,-19.452341,12.768939,163.0458,-179.2011,-0.0015535355,-2.459504542738468,16.575226907022277,0.6388888888888888,36
0.00461147,2.2496838e-09,0.046693984,0.0021803281,0.0,0.9989348,15.220266220779875,262.7445505023851,-22.395647,-19.912476,13.407944,179.77295,-148.00632,-0.001065731,-1.5990901667868804,5.181051375871997,0.5102040816326531,49
0.0043287226,4.134562e-09,0.04901195,0.0024021713,0.0,0.9992536,16.106329891837674,284.0620590195514,-22.57515,-19.303885,14.627211,213.95528,-132.45279,-0.000746727,-2.106174340013745,6.89341414330374,0.5362318840579711,69
0.004603955,2.8369207e-09,0.048765384,0.0023780626,0.0,0.99858284,15.382856737510451,261.8913560035278,-22.045048,-19.680546,12.878128,165.84619,-126.03156,-0.0014181137,-1.6488589257912738,5.103876090022366,0.43548387096774194,62
0.004969544,2.1595719e-09,0.056404077,0.00318142,0.0,0.9981168,14.458600683382164,221.72248873592622,-22.102333,-19.953356,12.38247,153.32556,-119.66708,-0.0018849373,-2.0098345969914084,7.618058485497535,0.36363636363636365,88
0.004950169,1.2304202e-09,0.052527625,0.0027591514,0.0,0.9987243,14.663881868265154,235.6642449979091,-23.755363,-20.515911,15.7332115,247.53395,-145.70262,-0.0012764931,-2.3259914181102266,8.50705096670139,0.453125,64
0.005113663,5.610972e-09,0.04751033,0.0022572314,0.0,0.99673146,14.36328647102967,235.55487992444503,-21.238503,-18.998543,12.392723,153.57957,-104.35472,-0.003273964,-1.3045440994624855,2.9350724007715385,0.35714285714285715,42
0.005311358,3.0448226e-09,0.055285897,0.0030565304,0.0,0.9981235,14.287555748403406,222.1291524645694,-22.10635,-19.609823,13.065081,170.69633,-118.096405,-0.0018782616,-1.6353961063122677,4.490465600283238,0.6153846153846154,65
0.005346069,7.0322144e-09,0.049640685,0.0024641978,3.24e-43,0.9966767,14.055344730660432,225.73451624226772,-20.278976,-18.772764,10.904233,118.902306,-97.83457,-0.0033288002,-1.031690234618704,1.956911542189915,0.5365853658536586,41
0.005287152,3.3105874e-09,0.047984146,0.002302478,0.0,0.9942796,14.34080766731209,236.27422547998543,-21.075817,-19.52614,11.749155,138.04263,-110.61931,-0.005736828,-0.9633423002574372,1.895927238423222,0.4594594594594595,37
