,index,mean_score,median_score,std_score,var_score,min_score,max_score,valid_count,transform_inlier_ratio
238,238,0.0039325445,3.1409306e-09,0.044646353,0.001993297,0.0,0.99514335,67,0.8059701492537313
239,239,0.0041700983,5.2005324e-09,0.037641313,0.0014168684,1e-45,0.9990391,29,0.5862068965517241
240,240,0.0045986874,1.7639744e-08,0.044848792,0.0020114142,0.0,0.9981626,38,0.631578947368421
241,241,0.004958787,3.4661806e-08,0.04299382,0.0018484686,0.0,0.9962177,23,0.7391304347826086
242,242,0.0048330785,3.0736313e-08,0.041707117,0.0017394836,1.1705122e-35,0.9954822,21,0.6190476190476191
243,243,0.004816668,4.320466e-08,0.04150927,0.0017230195,8.13786e-37,0.98726445,18,0.5
244,244,0.004941239,8.699342e-09,0.04294525,0.0018442947,3.18e-43,0.99881667,33,0.48484848484848486
245,245,0.0050935554,7.544653e-09,0.05048244,0.0025484767,0.0,0.9980097,51,0.5294117647058824
246,246,0.004627115,3.4982781e-09,0.043853227,0.0019231057,0.0,0.9957233,31,0.6129032258064516
247,247,0.004100027,1.925083e-08,0.041575715,0.0017285399,0.0,0.9875186,51,0.7058823529411765
248,248,0.0037781543,1.7067092e-09,0.047737893,0.0022789063,0.0,0.9958544,98,0.7142857142857143
249,249,0.0037919679,4.825732e-09,0.040169284,0.0016135714,1.6814633e-38,0.9980455,44,0.6590909090909091
250,250,0.004104375,9.685104e-09,0.041742053,0.0017423988,0.0,0.99569535,44,0.4772727272727273
251,251,0.0041805375,6.397083e-09,0.04312906,0.0018601158,6.2209e-40,0.9985015,48,0.75
252,252,0.0039056123,1.7446794e-08,0.03878086,0.0015039551,7e-45,0.99471587,37,0.6216216216216216
253,253,0.0039950046,9.762811e-10,0.04903855,0.0024047794,0.0,0.99957097,88,0.5568181818181818
254,254,0.0041597625,5.9233074e-10,0.042166777,0.0017780369,0.0,0.998352,53,0.7547169811320755
255,255,0.004337683,1.6366668e-09,0.044649094,0.0019935416,0.0,0.9990258,46,0.6956521739130435
256,256,0.0052062282,1.391858e-08,0.04646051,0.002158579,7.2527e-41,0.9915724,31,0.6451612903225806
257,257,0.005776839,2.3189173e-08,0.047487203,0.0022550344,0.0,0.9979189,19,0.6842105263157895
258,258,0.0050731497,5.2305484e-08,0.042206746,0.0017814095,0.0,0.9930292,16,0.4375
